id	ivan_annotations	shio_annotations	adjudicated	text
4981	society	society	society	我在想春节将至.老百姓最关心的是什么?物价别再和工资一起涨.当官的该收剑一下。不要咀上讲的好听。收红包危险阿.泱国害民.
4998	feelings	feelings	feelings	/......啊啊啊..明天等着收尸了..><[泪]
5001	lifestyle	advertisement	lifestyle	天冷了，给你的杯子穿上毛衣吧！还是中国特色的麻花毛衣！
5028	sports	sports	sports	#曼城vs曼联#希望曼城赢，不过不可能了，预计比分4比1
5029	none	none	none	` http://t.cn/SX9Yik
5041	feelings	feelings	feelings	一回来 这都叫什么事儿啊！[抓狂][抓狂][抓狂]
5043	feelings	feelings	feelings	终于完成了！！嘻嘻][嘻嘻]
5046	feelings	feelings	feelings	开始有趣了，加油。我要一点一点实现~
5064	entertainment	lifestyle	lifestyle	很艺术气息的看了毕加索画展
5066	advertisement	lifestyle	lifestyle	我在北海道貍小路。买了熏衣草种子  http://t.cn/SX9Yx2
5068	entertainment	lifestyle	lifestyle	有一瓶OPI NMR54海军深蓝磨砂原瓶分装，没用过只试过一个指甲，但我真心不适合深色，哪位姑娘喜欢可以送给U，不用也是白放着= =出个邮费或者魔都1号线，11号线自取即可http://t.cn/SX9YMT 基本就是TB的这个颜色
5121	none	none	none	3399688537543041
5132	lifestyle	lifestyle	lifestyle	总算订到票了，发动了亲戚和亲戚的朋友，朋友和朋友的亲戚一起行动，守了一下午，不停的重复着登陆与登陆失败，订票与服务器无响应的，终于，订到了，有惊喜，更多的则是疲惫。这就是春运订票，人类历史上最艰难的活动，融合了体力智力与人脉的比拼，但是，那些不会上网的农民工，他们是如何订票的呢？
5152	none	none	none	3399688844048005
5155	feelings	lifestyle	lifestyle	明天开始连上13天的班！直接上到过年！想想就要吐血了~谁来救救我[抓狂][抓狂]我羡慕你@vsa莉莉 [泪]
5169	feelings	feelings	feelings	呜呜。。。就这么结束了我的东北之旅，一个梦的实现伴随着另一个梦的开始，下一站泰国。
5176	none	none	none	3399688835657466
5177	gaming	gaming	gaming	我又完成了一件市民们的心愿，真心希望他们能在我的城市里幸福生活。 黑夜-闪烁的泪花又完成了一个市民的心愿。黑夜-闪烁的泪花正在为市民的幸福生活忙碌奔波着。开始游戏http://t.cn/amEh6F
5182	lifestyle	lifestyle	lifestyle	我在由由烧烤。 http://t.cn/SX9HUh
5200	feelings	feelings	feelings	舞蹈：我不能悲伤地坐在你身旁 http://t.cn/SX9CZD
5201	society	feelings	society	不能说错话是银行和当播音员的;能出丝毫差错是银行和发射宇宙飞船的;打不能还手是银行和做拳击陪练的;骂不能还口是银行和开挨骂网店的;以考试为生是银行和上了高三的;活到老学到老是银行和搞科学实验的;接受五花八门检查是银行和当上准妈妈的;别人睡着你站着是银行和看守八宝山的,这咱看到的又一新版本
5209	feelings	feelings	feelings	心情极差，都不要理我[怒][怒][怒][怒][怒][怒][怒][怒]
5229	none	none	none	一番悔しいのは、先を取られたってこと！
5231	entertainment	feelings	feelings	为什么我亲爱的阿毛大人最近都不冒泡了撒~~@摩卡粥
5235	sports	sports	sports	起立！！！拍手！！！生姜头重回赛场。。。
